x,beta_1,se,ci_lo,ci_up,hours,rel_pos
-1.1909304831596876,0.7539791745869127,0.048814569266502204,0.6583043769037326,0.8496539722700928,0.30393832296005274,1.0
-1.1528224331855075,0.7424319143229106,0.048904931808252665,0.646580009312348,0.8382838193334731,0.31574434325239537,1.0
-1.1147143832113269,0.7331252340144441,0.0489779552041392,0.6371302057779151,0.829120262250973,0.3280089503849423,1.0
-1.0766063332371463,0.7262796239509686,0.04895545897589497,0.6303286875115863,0.8222305603903508,0.3407499574636175,1.0
-1.0384982832629657,0.7219958668916493,0.04878037463806193,0.6263880894486769,0.8176036443346217,0.3539858695172586,1.0
-1.0003902332887855,0.7202546390145446,0.04842378797011586,0.6253457585981136,0.8151635194309755,0.36773591037430636,0.99995880191784
-0.9622821833146049,0.720921336650282,0.047887760350753504,0.6270630510625199,0.8147796222380441,0.38202005058347904,0.9994196378864947
-0.9241741333404243,0.7237555894329919,0.04720423342778834,0.631236991996705,0.8162741868692788,0.3968590364189808,0.9988804738551493
-0.8860660833662442,0.7284262945629876,0.046430007407783774,0.6374251522418035,0.8194274368841716,0.41227442001237463,0.998341309823804
-0.8479580333920635,0.7345287283815103,0.045638839759003735,0.6450782461576683,0.8239792106053523,0.4282885906548825,0.9978021457924586
-0.809849983417883,0.7415964136079891,0.04491208799445191,0.6535703386683696,0.8296224885476087,0.4449248073155732,0.9972629817611133
-0.7717419334437023,0.7491299305249903,0.04432240461907848,0.6622596137633848,0.8360002472865958,0.4622072324226722,0.9967238177297679
-0.7336338834695222,0.7566270629174601,0.04391732655189618,0.6705506845784589,0.8427034412564612,0.48016096695705274,0.9961846536984226
-0.6955258334953416,0.7636121158213394,0.043707260625754016,0.6779474591319559,0.8492767725107229,0.4988120869088824,0.995653143980209
-0.657417783521161,0.7696628577929179,0.04366183238848722,0.6840872388124585,0.8552384767733773,0.5181876811503697,0.9951232332523033
-0.6193097335469808,0.7744440640737427,0.04371813191819572,0.6887581000427081,0.8601300281047772,0.5383158907796218,0.9945933225243977
-0.5812016835728002,0.7777268566220132,0.043794577995488464,0.6918910610327255,0.863562652211301,0.559225949992754,0.994063411796492
-0.5430936335986196,0.7794109567848793,0.04380938133256021,0.6935461471880799,0.8652757663816786,0.5809482285436127,0.9935335010685864
