bookie,start_idx,start_value,gamma,std_gamma,J_stat,p_value
Suprabets,7,0.8661761457749352,0.03555451125716029,0.009917358999643498,13.223293756541045,0.43071561420058513
Suprabets,8,0.6011150117432088,0.035562424910435916,0.009917371813235975,13.22329703718975,0.43071536530824156
Suprabets,9,0.7080725777960455,0.035523556953975674,0.009917308766180088,13.223308128849053,0.430714523819968
VOBET,0,0.01,0.03431796875000004,0.009936329089747419,12.101631295647008,0.5193282213367075
VOBET,1,0.9507143064099162,0.03429047315856122,0.009936302489491868,12.0876501251845,0.5204699751215961
VOBET,2,0.7319939418114051,0.03429948297349493,0.009936311210975905,12.101621945204192,0.5193289846864086
VOBET,3,0.5986584841970366,0.034309956669688474,0.009936321343273366,12.10162539689208,0.5193287028981209
VOBET,4,0.15601864044243652,0.03430829334465416,0.009936319734589144,12.10162452632647,0.5193287739691987
VOBET,5,0.15599452033620265,0.03430298936509239,0.009936314603844027,12.101622563279827,0.5193289342280554
VOBET,6,0.05808361216819946,0.034288616753590365,0.009936300691929113,12.101623466132377,0.5193288605211356
VOBET,7,0.8661761457749352,0.0343018230385239,0.009936313475330201,12.101622297641523,0.5193289559141898
VOBET,8,0.6011150117432088,0.034302886436733224,0.009936314504160746,12.101622537429137,0.5193289363384493
VOBET,9,0.7080725777960455,0.03431066285632869,0.009936322026214249,12.101625803313798,0.5193286697187394
Vulkan Bet,0,0.01,0.01831992187500002,0.01568272815407577,10.237666951315466,0.6743935787901305
Vulkan Bet,1,0.9507143064099162,0.018330728112480578,0.015682741019596328,10.237661482245256,0.6743940306703993
Vulkan Bet,2,0.7319939418114051,0.018347653325420342,0.015682761156831978,10.237657066476386,0.6743943955218972
Vulkan Bet,3,0.5986584841970366,0.018366070586962796,0.01568278305074165,10.240615034148968,0.6741499809643546
Vulkan Bet,4,0.15601864044243652,0.018326857583611363,0.01568273641206346,10.237663203612332,0.6743938884429763
Vulkan Bet,5,0.15599452033620265,0.0183240242955467,0.015682733038987373,10.237664631713457,0.6743937704465548
Vulkan Bet,6,0.05808361216819946,0.018332072867812785,0.015682742620136518,10.237660946211903,0.6743940749599879
Vulkan Bet,7,0.8661761457749352,0.01837082207613295,0.015682788695955376,10.237659222292388,0.6743942173982935
Vulkan Bet,8,0.6011150117432088,0.01836585403921043,0.015682782793305376,10.237657962671953,0.6743943214740287
Vulkan Bet,9,0.7080725777960455,0.018348345558418442,0.015682761979981537,10.23474275666765,0.6746351763413934
