hours,beta_1,se,model
5.795451547193873,0.9206174152976132,0.01617384237949626,M_b + Bookmaker-Intercept
5.410703842856947,0.9071806746337244,0.01655896251069677,M_b + Bookmaker-Intercept
5.051498720454676,0.8948846561824555,0.016779084963518973,M_b + Bookmaker-Intercept
4.716140462288077,0.8836646068072416,0.016842354790506227,M_b + Bookmaker-Intercept
4.403045925750296,0.8734551240673302,0.01676579931816762,M_b + Bookmaker-Intercept
4.110737069705638,0.8641908055219694,0.016572678208057183,M_b + Bookmaker-Intercept
3.837833977026388,0.8558062487304074,0.016290883489750507,M_b + Bookmaker-Intercept
3.5830483403485838,0.8482360512518919,0.015951762958864836,M_b + Bookmaker-Intercept
3.345177380294599,0.8414148106456711,0.015588985921232057,M_b + Bookmaker-Intercept
3.1230981674520137,0.8352771244709929,0.015237139474632446,M_b + Bookmaker-Intercept
2.9157623213042116,0.8297575902871049,0.014929817291294452,M_b + Bookmaker-Intercept
2.7221910610877256,0.8247908056532557,0.014697115072478482,M_b + Bookmaker-Intercept
2.5414705852126174,0.8203113681286927,0.014562721419953264,M_b + Bookmaker-Intercept
2.3727477574333333,0.8162538752726641,0.014541136731214531,M_b + Bookmaker-Intercept
2.2152260794054857,0.8125529246444181,0.014635776927027026,M_b + Bookmaker-Intercept
2.068161930616038,0.8091431138032019,0.014838600508449451,M_b + Bookmaker-Intercept
1.9308610579365264,0.8059590518526085,0.015131410786586027,M_b + Bookmaker-Intercept
1.8026752982273702,0.80294939811043,0.015489607793504407,M_b + Bookmaker-Intercept
1.6829995185215267,0.8001041693388039,0.015890166526078487,M_b + Bookmaker-Intercept
1.5712687593428318,0.7974209539304694,0.016314004940236177,M_b + Bookmaker-Intercept
1.4669555676733752,0.7948973402781662,0.01674569410163706,M_b + Bookmaker-Intercept
1.3695675069794868,0.7925309167746336,0.017173087390645467,M_b + Bookmaker-Intercept
1.278644832541816,0.7903192718126106,0.0175868679372822,M_b + Bookmaker-Intercept
1.1937583211152918,0.788259993784837,0.017980102593126168,M_b + Bookmaker-Intercept
1.1145072446733535,0.7863506710840529,0.018347844953728626,M_b + Bookmaker-Intercept
1.0405174786709839,0.7845888921029966,0.018686802147855515,M_b + Bookmaker-Intercept
0.9714397358961434,0.7829722452344081,0.018995065396430016,M_b + Bookmaker-Intercept
0.9069479175720501,0.7814983188710265,0.019271897691527005,M_b + Bookmaker-Intercept
0.8467375739262712,0.7801647014055918,0.019517569703636776,M_b + Bookmaker-Intercept
0.790524466959362,0.7789689812308423,0.019733234925315576,M_b + Bookmaker-Intercept
0.7380432286282336,0.7779087467395187,0.01992083582594243,M_b + Bookmaker-Intercept
0.6890461081098816,0.7769815863243601,0.020083033766013645,M_b + Bookmaker-Intercept
0.6433018022316049,0.7761850883781054,0.02022315629138328,M_b + Bookmaker-Intercept
0.6005943635464759,0.7755168412934942,0.02034515607929477,M_b + Bookmaker-Intercept
0.5607221808993633,0.7749744334632662,0.020453576222272337,M_b + Bookmaker-Intercept
